AC Milan;
Ajax Amsterdam;
Atalanta;
Atletico Madrid;
Bayern Munich;
Benfica;
Besiktas;
BSC Young Boys;
Celtic;
Chelsea;
Club Brugge;
Dinamo Zagreb;
Dortmund;
Dynamo ;
E. Frankfurt;
FC Barcelona;
FC Kobenhavn;
FC Porto;
FC Sevilla;
Inter Milan;
Juventus;
Leverkusen;
Lille;
Liverpool;
Maccabi Haifa;
Malmo ;
Manchester City;
Manchester Utd;
Marseille;
Napoli;
Paris SG;
Rangers;
RB Leipzig;
Real Madrid;
S. Tiraspol;
Salzburg;
Sevilla FC;
Shakhtar;
Shakhtar;
Sporting CP;
Tottenham;
Viktoria Plzen;
Villarreal;
Wolfsburg;
Zenit;
